Time, acc_x, acc_y, acc_y, altitude, MPU_x,  MPU_y, MPU_z, 
380736, 0.27,  -0.36,  0.66,  696.07,  0.32,  -0.59,  0.70,  
390586, 0.27,  -0.39,  0.67,  750.90,  0.32,  -0.62,  0.71,  
391586, 0.27,  -0.41,  0.66,  755.66,  0.31,  -0.64,  0.69,  
392586, 0.28,  -0.34,  0.73,  761.13,  0.32,  -0.56,  0.77,  
393586, 0.28,  -0.39,  0.68,  765.88,  0.33,  -0.62,  0.74,  
395586, 0.28,  -0.34,  0.71,  776.78,  0.32,  -0.55,  0.76,  
396587, 0.33,  -0.30,  0.78,  782.30,  0.35,  -0.51,  0.82,  
397586, 0.31,  -0.36,  0.71,  787.34,  0.36,  -0.58,  0.75,  
398586, 0.30,  -0.30,  0.74,  792.83,  0.34,  -0.52,  0.83,  
400586, 0.28,  -0.32,  0.71,  803.82,  0.32,  -0.54,  0.76,  
401587, 0.37,  -0.26,  0.75,  809.75,  0.38,  -0.47,  0.79,  
402586, 0.30,  -0.31,  0.73,  814.75,  0.34,  -0.53,  0.76,  
403586, 0.28,  -0.31,  0.74,  820.56,  0.32,  -0.50,  0.75,  
406544, 0.30,  -0.22,  0.84,  835.79,  0.32,  -0.42,  0.87,  
407504, 0.34,  -0.34,  0.74,  839.89,  0.35,  -0.55,  0.76,  
409896, 0.27,  -0.30,  0.80,  854.53,  0.31,  -0.52,  0.83,  
410896, 0.27,  -0.31,  0.75,  860.13,  0.30,  -0.51,  0.81,  
411896, 0.27,  -0.34,  0.70,  866.92,  0.30,  -0.56,  0.73,  
412896, 0.27,  -0.37,  0.70,  872.39,  0.31,  -0.61,  0.74,  
413896, 0.27,  -0.39,  0.70,  878.40,  0.31,  -0.62,  0.74,  
414897, 0.27,  -0.34,  0.73,  884.95,  0.31,  -0.57,  0.76,  
415896, 0.30,  -0.32,  0.71,  890.59,  0.32,  -0.55,  0.75,  
416897, 0.33,  -0.39,  0.63,  896.73,  0.37,  -0.60,  0.68,  
417896, 0.27,  -0.27,  0.82,  902.36,  0.31,  -0.47,  0.88,  
418896, 0.28,  -0.32,  0.73,  908.04,  0.33,  -0.53,  0.75,  
419897, 0.28,  -0.35,  0.73,  913.39,  0.33,  -0.60,  0.76,  
420896, 0.27,  -0.36,  0.70,  919.70,  0.32,  -0.57,  0.74,  
421897, 0.27,  -0.31,  0.75,  925.99,  0.31,  -0.51,  0.78,  
422896, 0.30,  -0.34,  0.73,  931.49,  0.35,  -0.57,  0.77,  
423898, 0.31,  -0.35,  0.70,  937.71,  0.36,  -0.57,  0.74,  
424897, 0.28,  -0.39,  0.67,  943.32,  0.33,  -0.61,  0.72,  
425896, 0.28,  -0.32,  0.75,  949.47,  0.33,  -0.55,  0.79,  
426897, 0.28,  -0.36,  0.70,  955.29,  0.33,  -0.59,  0.74,  
427896, 0.31,  -0.26,  0.78,  960.70,  0.34,  -0.50,  0.79,  
428897, 0.30,  -0.26,  0.81,  966.34,  0.33,  -0.47,  0.84,  
429897, 0.27,  -0.39,  0.61,  972.28,  0.32,  -0.62,  0.67,  
430897, 0.25,  -0.36,  0.63,  977.07,  0.30,  -0.59,  0.68,  
431897, 0.27,  -0.25,  0.73,  981.77,  0.31,  -0.49,  0.76,  
432897, 0.27,  -0.36,  0.64,  986.84,  0.31,  -0.59,  0.70,  
433897, 0.24,  -0.41,  0.55,  991.11,  0.29,  -0.63,  0.61,  
434897, 0.30,  -0.22,  0.80,  995.05,  0.33,  -0.45,  0.80,  
435897, 0.30,  -0.35,  0.77,  998.86,  0.33,  -0.55,  0.83,  
436897, 0.31,  -0.40,  0.67,  1001.84,  0.35,  -0.60,  0.74,  
437897, 0.31,  -0.35,  0.74,  1006.54,  0.37,  -0.59,  0.79,  
438896, 0.33,  -0.22,  0.88,  1010.38,  0.35,  -0.42,  0.90,  
439897, 0.25,  -0.25,  0.82,  1015.10,  0.29,  -0.43,  0.86,  
449758, 0.28,  -0.32,  0.73,  1058.40,  0.32,  -0.53,  0.77,  
450757, 0.28,  -0.32,  0.71,  1062.34,  0.33,  -0.55,  0.75,  
451758, 0.27,  -0.35,  0.70,  1066.69,  0.32,  -0.58,  0.74,  
452758, 0.27,  -0.36,  0.68,  1070.52,  0.31,  -0.60,  0.73,  
454758, 0.27,  -0.36,  0.70,  1078.44,  0.33,  -0.60,  0.73,  
455757, 0.28,  -0.36,  0.70,  1082.30,  0.33,  -0.59,  0.74,  
456758, 0.28,  -0.37,  0.68,  1086.23,  0.34,  -0.61,  0.72,  
457758, 0.28,  -0.37,  0.68,  1091.03,  0.32,  -0.60,  0.75,  
459758, 0.28,  -0.37,  0.68,  1099.38,  0.33,  -0.59,  0.72,  
460758, 0.28,  -0.35,  0.71,  1103.75,  0.33,  -0.57,  0.75,  
461758, 0.28,  -0.36,  0.71,  1108.40,  0.32,  -0.58,  0.75,  
462758, 0.27,  -0.35,  0.73,  1113.13,  0.32,  -0.57,  0.77,  
464704, 0.31,  -0.35,  0.71,  1121.95,  0.34,  -0.56,  0.76,  
465665, 0.31,  -0.34,  0.73,  1127.04,  0.36,  -0.57,  0.74,  
466638, 0.30,  -0.36,  0.68,  1131.61,  0.34,  -0.59,  0.72,  
467608, 0.30,  -0.35,  0.71,  1135.63,  0.33,  -0.57,  0.74,  
469008, 0.27,  -0.36,  0.68,  1142.32,  0.31,  -0.59,  0.75,  
470008, 0.27,  -0.35,  0.71,  1147.14,  0.31,  -0.58,  0.74,  
471008, 0.27,  -0.35,  0.73,  1151.68,  0.30,  -0.56,  0.77,  
472008, 0.28,  -0.35,  0.68,  1156.05,  0.34,  -0.59,  0.72,  
473009, 0.28,  -0.35,  0.67,  1160.61,  0.32,  -0.58,  0.71,  
474008, 0.28,  -0.34,  0.73,  1164.86,  0.33,  -0.56,  0.76,  
475009, 0.28,  -0.32,  0.74,  1169.69,  0.32,  -0.54,  0.77,  
476008, 0.27,  -0.34,  0.71,  1174.34,  0.31,  -0.55,  0.76,  
477008, 0.27,  -0.35,  0.71,  1178.30,  0.32,  -0.57,  0.75,  
478009, 0.27,  -0.34,  0.73,  1182.79,  0.32,  -0.55,  0.75,  
479008, 0.28,  -0.34,  0.71,  1186.59,  0.33,  -0.56,  0.74,  
480009, 0.28,  -0.34,  0.73,  1191.22,  0.33,  -0.56,  0.75,  
481008, 0.27,  -0.34,  0.73,  1195.25,  0.31,  -0.56,  0.75,  
482009, 0.27,  -0.36,  0.70,  1199.75,  0.32,  -0.59,  0.73,  
483009, 0.28,  -0.34,  0.73,  1204.04,  0.32,  -0.56,  0.75,  
484008, 0.27,  -0.34,  0.73,  1207.98,  0.32,  -0.56,  0.76,  
485009, 0.28,  -0.36,  0.70,  1212.41,  0.32,  -0.58,  0.74,  
486008, 0.28,  -0.32,  0.74,  1217.11,  0.33,  -0.55,  0.77,  
487009, 0.28,  -0.32,  0.73,  1221.71,  0.32,  -0.56,  0.75,  
488009, 0.28,  -0.35,  0.71,  1225.50,  0.33,  -0.57,  0.75,  
489009, 0.28,  -0.37,  0.67,  1230.22,  0.33,  -0.61,  0.72,  
490009, 0.30,  -0.32,  0.73,  1235.04,  0.33,  -0.54,  0.76,  
491009, 0.28,  -0.35,  0.70,  1239.27,  0.33,  -0.59,  0.73,  
492009, 0.30,  -0.36,  0.68,  1243.84,  0.33,  -0.58,  0.73,  
493008, 0.31,  -0.35,  0.70,  1247.78,  0.35,  -0.58,  0.71,  
494461, 0.30,  -0.35,  0.70,  1254.50,  0.34,  -0.59,  0.72,  
495462, 0.25,  -0.35,  0.70,  1258.62,  0.30,  -0.58,  0.72,  
496462, 0.28,  -0.36,  0.68,  1263.63,  0.32,  -0.58,  0.73,  
497462, 0.30,  -0.37,  0.68,  1268.21,  0.34,  -0.58,  0.72,  
499462, 0.27,  -0.35,  0.71,  1277.16,  0.31,  -0.56,  0.74,  
500462, 0.28,  -0.35,  0.71,  1281.85,  0.33,  -0.57,  0.74,  
501463, 0.27,  -0.36,  0.68,  1286.37,  0.32,  -0.58,  0.72,  
502461, 0.28,  -0.34,  0.71,  1291.00,  0.33,  -0.55,  0.75,  
513364, 0.31,  -0.35,  0.70,  1339.63,  0.35,  -0.57,  0.73,  
514365, 0.30,  -0.34,  0.71,  1343.39,  0.35,  -0.56,  0.74,  
515364, 0.30,  -0.36,  0.68,  1347.35,  0.34,  -0.59,  0.73,  
516365, 0.30,  -0.35,  0.70,  1350.93,  0.34,  -0.57,  0.74,  
517364, 0.31,  -0.34,  0.70,  1354.98,  0.35,  -0.55,  0.73,  
518365, 0.30,  -0.32,  0.71,  1358.67,  0.34,  -0.55,  0.75,  
519365, 0.28,  -0.32,  0.73,  1362.19,  0.32,  -0.54,  0.77,  
520365, 0.27,  -0.35,  0.71,  1365.90,  0.31,  -0.58,  0.75,  
521365, 0.27,  -0.35,  0.73,  1369.57,  0.31,  -0.57,  0.76,  
522364, 0.28,  -0.36,  0.70,  1372.89,  0.33,  -0.59,  0.74,  
524365, 0.28,  -0.34,  0.73,  1380.52,  0.32,  -0.55,  0.77,  
525365, 0.27,  -0.35,  0.71,  1384.14,  0.32,  -0.57,  0.74,  
526365, 0.28,  -0.36,  0.70,  1388.12,  0.32,  -0.58,  0.73,  
527366, 0.28,  -0.34,  0.71,  1392.09,  0.32,  -0.56,  0.74,  
528365, 0.27,  -0.35,  0.68,  1395.45,  0.33,  -0.58,  0.72,  
529366, 0.28,  -0.35,  0.70,  1399.25,  0.32,  -0.57,  0.74,  
530365, 0.27,  -0.35,  0.71,  1402.89,  0.31,  -0.57,  0.74,  
531365, 0.27,  -0.35,  0.73,  1406.84,  0.32,  -0.57,  0.76,  
532365, 0.28,  -0.36,  0.71,  1410.92,  0.32,  -0.58,  0.74,  
533365, 0.28,  -0.35,  0.70,  1414.36,  0.32,  -0.58,  0.73,  
534365, 0.28,  -0.35,  0.70,  1418.36,  0.33,  -0.58,  0.74,  
535365, 0.28,  -0.35,  0.71,  1422.17,  0.32,  -0.57,  0.75,  
536366, 0.28,  -0.34,  0.73,  1426.10,  0.32,  -0.55,  0.77,  
537365, 0.28,  -0.34,  0.73,  1430.27,  0.32,  -0.56,  0.75,  
538365, 0.27,  -0.35,  0.71,  1433.81,  0.32,  -0.57,  0.74,  
539365, 0.28,  -0.34,  0.71,  1437.82,  0.32,  -0.56,  0.75,  
540365, 0.28,  -0.34,  0.73,  1441.68,  0.32,  -0.56,  0.75,  
541366, 0.28,  -0.36,  0.70,  1445.39,  0.33,  -0.59,  0.74,  
542366, 0.27,  -0.34,  0.73,  1450.02,  0.32,  -0.56,  0.75,  
543366, 0.27,  -0.34,  0.73,  1453.78,  0.32,  -0.56,  0.75,  
544365, 0.27,  -0.35,  0.71,  1457.80,  0.31,  -0.58,  0.74,  
545366, 0.27,  -0.35,  0.73,  1462.08,  0.31,  -0.57,  0.75,  
546366, 0.27,  -0.35,  0.73,  1466.08,  0.32,  -0.57,  0.75,  
547366, 0.28,  -0.36,  0.70,  1470.39,  0.32,  -0.59,  0.75,  
549365, 0.28,  -0.35,  0.73,  1478.67,  0.33,  -0.57,  0.75,  
550366, 0.28,  -0.35,  0.71,  1483.72,  0.32,  -0.58,  0.75,  
551366, 0.27,  -0.34,  0.73,  1488.25,  0.32,  -0.56,  0.77,  
552366, 0.28,  -0.34,  0.73,  1493.21,  0.32,  -0.57,  0.76,  
554365, 0.27,  -0.34,  0.71,  1501.16,  0.32,  -0.56,  0.75,  
555366, 0.28,  -0.34,  0.71,  1505.62,  0.31,  -0.56,  0.75,  
556366, 0.27,  -0.36,  0.70,  1509.79,  0.31,  -0.59,  0.74,  
557366, 0.27,  -0.34,  0.71,  1514.61,  0.32,  -0.56,  0.75,  
558366, 0.28,  -0.34,  0.71,  1518.48,  0.32,  -0.57,  0.76,  
559366, 0.28,  -0.34,  0.71,  1522.57,  0.32,  -0.56,  0.73,  
560366, 0.28,  -0.35,  0.70,  1527.25,  0.32,  -0.56,  0.73,  
561367, 0.28,  -0.32,  0.71,  1530.79,  0.32,  -0.55,  0.75,  
562367, 0.28,  -0.35,  0.71,  1535.32,  0.33,  -0.58,  0.75,  
564366, 0.28,  -0.32,  0.73,  1542.86,  0.33,  -0.56,  0.75,  
565366, 0.30,  -0.34,  0.71,  1547.09,  0.34,  -0.56,  0.74,  
566366, 0.28,  -0.35,  0.70,  1550.90,  0.33,  -0.57,  0.74,  
567366, 0.30,  -0.35,  0.71,  1554.40,  0.33,  -0.57,  0.74,  
568367, 0.28,  -0.32,  0.74,  1558.48,  0.32,  -0.54,  0.76,  
569366, 0.28,  -0.34,  0.73,  1562.27,  0.32,  -0.55,  0.76,  
570366, 0.28,  -0.32,  0.73,  1566.27,  0.32,  -0.55,  0.76,  
571366, 0.28,  -0.34,  0.73,  1570.34,  0.32,  -0.56,  0.75,  
572366, 0.30,  -0.35,  0.71,  1573.92,  0.34,  -0.58,  0.75,  
574366, 0.28,  -0.36,  0.71,  1581.84,  0.33,  -0.58,  0.75,  
575367, 0.27,  -0.36,  0.71,  1585.77,  0.32,  -0.59,  0.75,  
576366, 0.27,  -0.35,  0.73,  1590.03,  0.31,  -0.58,  0.77,  
577367, 0.28,  -0.35,  0.71,  1594.41,  0.33,  -0.57,  0.75,  
578367, 0.28,  -0.35,  0.70,  1598.72,  0.34,  -0.57,  0.73,  
579366, 0.28,  -0.35,  0.71,  1602.91,  0.32,  -0.58,  0.75,  
580367, 0.28,  -0.35,  0.70,  1607.42,  0.33,  -0.57,  0.72,  
581366, 0.30,  -0.35,  0.68,  1612.10,  0.34,  -0.58,  0.71,  
582367, 0.28,  -0.35,  0.70,  1616.68,  0.33,  -0.57,  0.73,  
583367, 0.30,  -0.36,  0.67,  1621.04,  0.34,  -0.58,  0.71,  
584367, 0.30,  -0.34,  0.68,  1625.28,  0.33,  -0.57,  0.72,  
585367, 0.30,  -0.36,  0.67,  1629.06,  0.34,  -0.59,  0.71,  
586366, 0.27,  -0.36,  0.70,  1633.35,  0.31,  -0.58,  0.74,  
587367, 0.25,  -0.36,  0.73,  1637.46,  0.30,  -0.58,  0.75,  
588367, 0.27,  -0.37,  0.70,  1641.02,  0.31,  -0.60,  0.73,  
589367, 0.27,  -0.35,  0.71,  1645.35,  0.30,  -0.55,  0.73,  
590367, 0.28,  -0.36,  0.71,  1649.32,  0.32,  -0.59,  0.73,  
591367, 0.28,  -0.35,  0.71,  1653.42,  0.32,  -0.59,  0.75,  
592367, 0.28,  -0.37,  0.70,  1657.92,  0.33,  -0.60,  0.74,  
593368, 0.30,  -0.36,  0.71,  1662.41,  0.34,  -0.59,  0.75,  
594367, 0.28,  -0.36,  0.71,  1667.48,  0.33,  -0.59,  0.75,  
595367, 0.28,  -0.35,  0.73,  1671.93,  0.31,  -0.56,  0.76,  
596367, 0.27,  -0.37,  0.71,  1677.48,  0.31,  -0.60,  0.75,  
597368, 0.27,  -0.36,  0.68,  1682.19,  0.32,  -0.59,  0.72,  
598367, 0.30,  -0.36,  0.68,  1687.09,  0.33,  -0.58,  0.70,  
599367, 0.28,  -0.36,  0.68,  1691.81,  0.33,  -0.60,  0.72,  
600368, 0.30,  -0.37,  0.68,  1696.47,  0.34,  -0.61,  0.72,  
601367, 0.28,  -0.37,  0.70,  1701.06,  0.32,  -0.60,  0.73,  
602368, 0.27,  -0.35,  0.73,  1705.89,  0.32,  -0.59,  0.75,  
603367, 0.27,  -0.35,  0.75,  1711.43,  0.31,  -0.58,  0.77,  
604367, 0.28,  -0.35,  0.73,  1715.94,  0.33,  -0.58,  0.74,  
605368, 0.27,  -0.34,  0.71,  1721.53,  0.32,  -0.57,  0.74,  
606367, 0.28,  -0.35,  0.70,  1726.51,  0.33,  -0.58,  0.73,  
607367, 0.30,  -0.37,  0.64,  1731.68,  0.34,  -0.61,  0.68,  
608367, 0.30,  -0.36,  0.68,  1735.93,  0.34,  -0.58,  0.70,  
609368, 0.30,  -0.35,  0.70,  1740.80,  0.33,  -0.58,  0.73,  
610368, 0.27,  -0.36,  0.68,  1746.26,  0.32,  -0.61,  0.71,  
611367, 0.25,  -0.36,  0.67,  1750.80,  0.30,  -0.59,  0.70,  
612368, 0.27,  -0.35,  0.68,  1755.34,  0.30,  -0.58,  0.71,  
613367, 0.28,  -0.35,  0.70,  1759.39,  0.32,  -0.59,  0.72,  
614368, 0.30,  -0.32,  0.68,  1763.60,  0.34,  -0.56,  0.72,  
615368, 0.30,  -0.35,  0.68,  1767.45,  0.34,  -0.58,  0.72,  
616368, 0.28,  -0.36,  0.67,  1770.96,  0.33,  -0.59,  0.70,  
617368, 0.28,  -0.35,  0.70,  1775.13,  0.33,  -0.58,  0.72,  
619368, 0.30,  -0.34,  0.73,  1781.54,  0.34,  -0.56,  0.75,  
620368, 0.31,  -0.32,  0.74,  1785.37,  0.34,  -0.55,  0.77,  
621368, 0.30,  -0.31,  0.75,  1789.16,  0.33,  -0.54,  0.77,  
622368, 0.30,  -0.35,  0.71,  1791.90,  0.33,  -0.57,  0.75,  
623368, 0.30,  -0.35,  0.71,  1795.98,  0.33,  -0.57,  0.74,  
624368, 0.30,  -0.36,  0.70,  1799.30,  0.33,  -0.59,  0.74,  
625369, 0.27,  -0.35,  0.73,  1803.19,  0.32,  -0.57,  0.75,  
626368, 0.27,  -0.36,  0.71,  1806.92,  0.31,  -0.58,  0.75,  
627367, 0.27,  -0.36,  0.70,  1811.12,  0.32,  -0.59,  0.73,  
628368, 0.27,  -0.34,  0.70,  1815.11,  0.31,  -0.56,  0.75,  
629368, 0.30,  -0.35,  0.70,  1819.05,  0.34,  -0.58,  0.73,  
630368, 0.28,  -0.36,  0.70,  1822.89,  0.33,  -0.59,  0.72,  
631368, 0.28,  -0.36,  0.68,  1826.39,  0.33,  -0.59,  0.72,  
632369, 0.28,  -0.32,  0.74,  1830.58,  0.31,  -0.56,  0.76,  
633368, 0.27,  -0.35,  0.71,  1834.55,  0.31,  -0.58,  0.74,  
634369, 0.27,  -0.34,  0.74,  1838.42,  0.31,  -0.56,  0.75,  
635368, 0.28,  -0.34,  0.73,  1842.56,  0.33,  -0.55,  0.76,  
636368, 0.28,  -0.35,  0.71,  1845.91,  0.33,  -0.57,  0.74,  
637369, 0.28,  -0.35,  0.70,  1849.80,  0.32,  -0.58,  0.73,  
638368, 0.27,  -0.35,  0.70,  1854.05,  0.31,  -0.58,  0.74,  
639369, 0.27,  -0.34,  0.71,  1857.40,  0.31,  -0.57,  0.74,  
640368, 0.28,  -0.35,  0.71,  1861.55,  0.32,  -0.57,  0.74,  
641369, 0.28,  -0.32,  0.71,  1865.31,  0.32,  -0.54,  0.75,  
642368, 0.28,  -0.32,  0.73,  1868.71,  0.32,  -0.56,  0.75,  
644369, 0.30,  -0.36,  0.70,  1876.15,  0.33,  -0.59,  0.74,  
645368, 0.28,  -0.36,  0.71,  1880.13,  0.32,  -0.58,  0.75,  
646369, 0.28,  -0.37,  0.70,  1883.87,  0.32,  -0.60,  0.74,  
647369, 0.28,  -0.37,  0.71,  1888.16,  0.32,  -0.60,  0.74,  
648369, 0.27,  -0.36,  0.71,  1891.68,  0.31,  -0.59,  0.75,  
649369, 0.27,  -0.36,  0.73,  1896.03,  0.31,  -0.59,  0.75,  
650369, 0.28,  -0.35,  0.73,  1900.33,  0.32,  -0.59,  0.74,  
651369, 0.28,  -0.36,  0.70,  1904.25,  0.32,  -0.59,  0.73,  
652369, 0.30,  -0.35,  0.71,  1908.68,  0.34,  -0.57,  0.75,  
653369, 0.28,  -0.35,  0.71,  1913.00,  0.32,  -0.58,  0.74,  
654369, 0.28,  -0.35,  0.71,  1917.31,  0.32,  -0.58,  0.73,  
655369, 0.27,  -0.35,  0.71,  1921.59,  0.31,  -0.58,  0.73,  
656369, 0.27,  -0.34,  0.70,  1925.58,  0.30,  -0.57,  0.73,  
657370, 0.27,  -0.32,  0.73,  1930.40,  0.31,  -0.56,  0.74,  
658369, 0.27,  -0.35,  0.68,  1934.18,  0.30,  -0.57,  0.72,  
659369, 0.28,  -0.34,  0.70,  1937.89,  0.32,  -0.57,  0.73,  
660369, 0.28,  -0.32,  0.73,  1942.25,  0.32,  -0.54,  0.75,  
661369, 0.28,  -0.35,  0.70,  1945.68,  0.32,  -0.58,  0.73,  
662369, 0.27,  -0.35,  0.70,  1949.09,  0.31,  -0.58,  0.73,  
663369, 0.28,  -0.34,  0.73,  1952.24,  0.31,  -0.56,  0.74,  
664370, 0.27,  -0.32,  0.73,  1955.41,  0.32,  -0.56,  0.75,  
665369, 0.28,  -0.36,  0.71,  1958.70,  0.32,  -0.58,  0.75,  
666370, 0.28,  -0.37,  0.70,  1962.40,  0.33,  -0.60,  0.73,  
667369, 0.28,  -0.36,  0.71,  1965.78,  0.33,  -0.60,  0.73,  
668369, 0.27,  -0.36,  0.71,  1969.33,  0.32,  -0.60,  0.73,  
669370, 0.30,  -0.36,  0.70,  1973.12,  0.33,  -0.59,  0.73,  
670369, 0.30,  -0.36,  0.70,  1977.60,  0.34,  -0.59,  0.73,  
671370, 0.30,  -0.35,  0.71,  1981.42,  0.34,  -0.58,  0.76,  
672369, 0.28,  -0.35,  0.71,  1985.79,  0.34,  -0.58,  0.73,  
674370, 0.28,  -0.36,  0.71,  1992.86,  0.32,  -0.60,  0.74,  
675369, 0.28,  -0.36,  0.70,  1996.89,  0.32,  -0.60,  0.73,  
676370, 0.27,  -0.35,  0.71,  2001.07,  0.31,  -0.57,  0.74,  
677370, 0.28,  -0.36,  0.70,  2005.15,  0.32,  -0.60,  0.72,  
678370, 0.28,  -0.37,  0.70,  2009.34,  0.33,  -0.61,  0.73,  
679370, 0.28,  -0.35,  0.71,  2013.50,  0.32,  -0.58,  0.74,  
680370, 0.27,  -0.35,  0.71,  2017.94,  0.32,  -0.58,  0.72,  
681370, 0.27,  -0.35,  0.71,  2022.10,  0.31,  -0.58,  0.73,  
682371, 0.27,  -0.35,  0.73,  2026.03,  0.32,  -0.58,  0.75,  
683370, 0.28,  -0.35,  0.71,  2030.18,  0.32,  -0.57,  0.75,  
684370, 0.27,  -0.36,  0.73,  2034.40,  0.32,  -0.59,  0.74,  
685370, 0.28,  -0.35,  0.73,  2038.17,  0.32,  -0.56,  0.75,  
686370, 0.27,  -0.34,  0.74,  2041.99,  0.32,  -0.57,  0.76,  
687371, 0.28,  -0.36,  0.71,  2046.72,  0.32,  -0.58,  0.75,  
688370, 0.28,  -0.35,  0.71,  2050.82,  0.32,  -0.58,  0.74,  
689371, 0.28,  -0.34,  0.71,  2055.52,  0.32,  -0.55,  0.75,  
690370, 0.28,  -0.35,  0.73,  2059.61,  0.33,  -0.57,  0.75,  
691371, 0.27,  -0.34,  0.73,  2063.52,  0.32,  -0.56,  0.74,  
692371, 0.25,  -0.35,  0.73,  2068.27,  0.29,  -0.57,  0.76,  
693370, 0.27,  -0.35,  0.73,  2072.19,  0.31,  -0.58,  0.74,  
694370, 0.27,  -0.35,  0.73,  2076.73,  0.31,  -0.56,  0.73,  
695370, 0.27,  -0.36,  0.71,  2081.54,  0.31,  -0.59,  0.75,  
696371, 0.28,  -0.35,  0.73,  2086.06,  0.32,  -0.58,  0.75,  
697371, 0.28,  -0.37,  0.70,  2090.69,  0.33,  -0.60,  0.72,  
698371, 0.28,  -0.35,  0.71,  2095.16,  0.32,  -0.58,  0.73,  
699370, 0.28,  -0.37,  0.70,  2100.12,  0.32,  -0.60,  0.73,  
700370, 0.27,  -0.35,  0.73,  2104.55,  0.31,  -0.58,  0.74,  
701371, 0.27,  -0.34,  0.71,  2109.00,  0.31,  -0.56,  0.73,  
702370, 0.27,  -0.35,  0.68,  2114.27,  0.32,  -0.58,  0.72,  
704370, 0.28,  -0.36,  0.67,  2122.91,  0.32,  -0.59,  0.71,  
705371, 0.28,  -0.37,  0.68,  2127.05,  0.32,  -0.59,  0.71,  
706371, 0.27,  -0.36,  0.71,  2131.69,  0.31,  -0.58,  0.74,  
707371, 0.27,  -0.35,  0.71,  2135.75,  0.31,  -0.57,  0.73,  
708371, 0.27,  -0.34,  0.71,  2139.97,  0.31,  -0.58,  0.73,  
709370, 0.27,  -0.35,  0.70,  2144.09,  0.32,  -0.58,  0.73,  
710371, 0.27,  -0.35,  0.70,  2148.36,  0.31,  -0.57,  0.73,  
711371, 0.27,  -0.32,  0.71,  2152.50,  0.31,  -0.55,  0.73,  
712372, 0.28,  -0.34,  0.73,  2156.35,  0.32,  -0.56,  0.73,  
713371, 0.28,  -0.34,  0.71,  2159.88,  0.33,  -0.57,  0.74,  
714371, 0.28,  -0.32,  0.73,  2163.31,  0.33,  -0.56,  0.75,  
715371, 0.28,  -0.35,  0.73,  2166.75,  0.32,  -0.57,  0.75,  
716371, 0.27,  -0.36,  0.71,  2170.62,  0.32,  -0.59,  0.74,  
717370, 0.28,  -0.34,  0.74,  2173.80,  0.32,  -0.57,  0.76,  
718371, 0.28,  -0.37,  0.70,  2177.34,  0.33,  -0.61,  0.73,  
719371, 0.30,  -0.36,  0.71,  2181.82,  0.34,  -0.58,  0.75,  
720371, 0.30,  -0.37,  0.68,  2185.84,  0.33,  -0.61,  0.71,  
721372, 0.25,  -0.35,  0.73,  2189.96,  0.31,  -0.58,  0.75,  
722371, 0.25,  -0.35,  0.73,  2194.38,  0.30,  -0.57,  0.75,  
723372, 0.27,  -0.36,  0.73,  2198.05,  0.31,  -0.58,  0.75,  
724371, 0.28,  -0.34,  0.73,  2202.06,  0.32,  -0.56,  0.75,  
725371, 0.28,  -0.35,  0.71,  2206.15,  0.32,  -0.57,  0.74,  
726371, 0.27,  -0.35,  0.71,  2210.24,  0.31,  -0.58,  0.73,  
727372, 0.28,  -0.36,  0.68,  2214.73,  0.32,  -0.60,  0.72,  
728372, 0.27,  -0.37,  0.67,  2218.43,  0.31,  -0.60,  0.69,  
729371, 0.27,  -0.35,  0.70,  2222.42,  0.31,  -0.58,  0.72,  
730372, 0.27,  -0.34,  0.71,  2225.88,  0.31,  -0.57,  0.73,  
731371, 0.27,  -0.34,  0.71,  2229.61,  0.31,  -0.56,  0.74,  
732370, 0.25,  -0.34,  0.73,  2232.90,  0.30,  -0.56,  0.74,  
733372, 0.27,  -0.36,  0.68,  2236.09,  0.31,  -0.60,  0.71,  
734371, 0.28,  -0.37,  0.67,  2238.95,  0.33,  -0.60,  0.69,  
735372, 0.28,  -0.36,  0.70,  2241.95,  0.33,  -0.58,  0.72,  
736371, 0.27,  -0.35,  0.71,  2244.93,  0.31,  -0.58,  0.73,  
737371, 0.27,  -0.32,  0.73,  2248.43,  0.31,  -0.55,  0.76,  
739372, 0.27,  -0.34,  0.73,  2253.76,  0.31,  -0.56,  0.75,  
740372, 0.27,  -0.35,  0.70,  2256.43,  0.31,  -0.57,  0.73,  
741371, 0.27,  -0.36,  0.70,  2259.01,  0.32,  -0.59,  0.72,  
742372, 0.27,  -0.34,  0.73,  2261.91,  0.31,  -0.56,  0.74,  
744372, 0.27,  -0.35,  0.71,  2267.04,  0.31,  -0.57,  0.75,  
745372, 0.27,  -0.35,  0.71,  2269.88,  0.31,  -0.58,  0.73,  
746372, 0.27,  -0.34,  0.73,  2272.20,  0.31,  -0.55,  0.73,  
747372, 0.28,  -0.35,  0.68,  2274.51,  0.32,  -0.58,  0.71,  
748372, 0.28,  -0.35,  0.70,  2276.80,  0.33,  -0.58,  0.72,  
749372, 0.28,  -0.35,  0.73,  2278.81,  0.32,  -0.57,  0.75,  
750372, 0.28,  -0.36,  0.73,  2281.05,  0.31,  -0.58,  0.76,  
751372, 0.27,  -0.36,  0.73,  2283.93,  0.31,  -0.60,  0.76,  
752372, 0.28,  -0.35,  0.74,  2286.31,  0.31,  -0.57,  0.77,  
754372, 0.28,  -0.36,  0.73,  2291.97,  0.33,  -0.59,  0.75,  
