Time, x, y, z, temperature, BMP_altitude, BMP_temperature, BMP_pressure, Humidity, MPU_acc_x, MPU_acc_y, MPU_acc_z, GYRO_x, GYRO_y, GYRO_z, MAG_x, MAG_y, MAG_z, MPX_pressure
3132983,0.31,-0.32,0.81,1.41,10149.46,4.72,26142.76,85.5,0.32,-0.57,0.67,4.09,-20.91,22.26,112.81,-54.98,49.38,5.3
3133982,0.33,-0.3,0.85,1.41,10152.45,4.71,26130.72,85.52,0.33,-0.55,0.7,7.13,-16.77,25.49,124.69,-46.62,44.79,5.3
3134983,0.33,-0.32,0.82,1.41,10155.8,4.7,26117.29,85.52,0.33,-0.59,0.66,1.16,-16.77,20.49,131.81,-25.1,43.64,5.3
3135983,0.33,-0.35,0.78,1.41,10158.27,4.69,26107.38,85.5,0.33,-0.61,0.64,-16.52,26.16,-27.13,133,-21.52,36.75,5.3
3136983,0.31,-0.31,0.87,1.41,10159.7,4.68,26101.76,85.47,0.32,-0.58,0.71,7.8,-15.3,12.62,133,-21.52,39.05,5.3
3137982,0.33,-0.34,0.85,1.41,10162.09,4.67,26092.02,85.5,0.34,-0.59,0.71,4.7,17.01,-8.78,128.25,-44.23,41.34,5.3
3138983,0.33,-0.35,0.84,1.41,10164.28,4.66,26083.23,85.52,0.34,-0.61,0.69,0.85,9.88,2.93,114,-51.4,51.68,5.3
3139984,0.33,-0.35,0.84,1.4,10167.63,4.64,26069.8,85.47,0.33,-0.61,0.69,-10.24,17.62,-21.4,109.25,-52.59,55.13,5.26
3140982,0.31,-0.32,0.87,1.4,10169.34,4.63,26062.93,85.5,0.32,-0.59,0.72,-5.91,4.63,-18.41,99.75,-64.55,56.27,5.3
3141982,0.33,-0.3,0.87,1.4,10171.61,4.62,26053.84,85.52,0.33,-0.55,0.72,-17.99,54.7,-67.26,74.81,-35.86,78.09,5.3
3142983,0.33,-0.28,0.84,1.4,10173.93,4.61,26044.55,85.49,0.32,-0.53,0.69,-21.16,40.55,-39.94,93.81,7.17,73.5,5.26
3143983,0.33,-0.36,0.78,1.4,10177.29,4.6,26028.85,85.49,0.33,-0.62,0.64,6.46,-9.82,8.54,129.44,-5.98,47.09,5.26
3144984,0.33,-0.36,0.84,1.4,10179.98,4.59,26020.31,85.5,0.33,-0.62,0.69,2.8,-4.63,-2.44,123.5,-13.15,52.83,5.26
3145984,0.33,-0.32,0.84,1.4,10182.48,4.58,26010.3,85.5,0.33,-0.59,0.69,-6.65,16.1,-23.84,121.12,-21.52,51.68,5.26
3146983,0.36,-0.28,0.89,1.4,10185.13,4.57,25999.69,85.52,0.35,-0.55,0.74,-30.79,60.37,-74.02,121.12,-39.45,51.68,5.26
3147983,0.33,-0.35,0.82,1.4,10187.56,4.56,25989.98,85.49,0.35,-0.6,0.69,-12.26,12.5,-27.44,103.31,-59.77,55.13,5.26
3148984,0.34,-0.34,0.82,1.4,10190.55,4.55,25978.16,85.5,0.35,-0.6,0.67,-2.93,-2.5,-10.55,93.81,-66.94,53.98,5.26
3149983,0.34,-0.3,0.84,1.4,10193.93,4.54,25964.51,85.53,0.34,-0.56,0.68,2.93,-8.54,15.73,84.31,-75.3,51.68,5.26
3150982,0.33,-0.35,0.81,1.4,10196.35,4.53,25954.83,85.49,0.34,-0.61,0.65,-2.13,5.61,6.83,92.62,-74.11,48.23,5.26
3151982,0.33,-0.35,0.84,1.4,10198.11,4.52,25947.82,85.53,0.34,-0.62,0.68,14.15,-13.11,30.18,111.62,-64.55,45.94,5.26
3152984,0.33,-0.35,0.85,1.4,10201.4,4.5,25934.66,85.49,0.33,-0.6,0.7,7.62,-0.06,13.41,115.19,-50.2,50.53,5.26
3153983,0.34,-0.34,0.85,1.4,10205.26,4.5,25919.25,85.49,0.35,-0.59,0.7,10.55,-25,38.41,121.12,-41.84,52.83,5.23
3154983,0.34,-0.35,0.82,1.4,10207.62,4.48,25909.84,85.49,0.34,-0.6,0.68,14.94,-41.34,67.62,121.12,-20.32,55.13,5.23
3155984,0.34,-0.35,0.82,1.4,10210.61,4.47,25895.45,85.53,0.35,-0.62,0.68,27.99,-41.71,64.63,87.87,-9.56,76.95,5.23
3156982,0.33,-0.31,0.87,1.4,10213.51,4.46,25884.38,85.49,0.34,-0.57,0.72,1.71,-4.21,8.41,65.31,-49.01,75.8,5.23
3157980,0.34,-0.32,0.88,1.4,10217.31,4.45,25871.22,85.52,0.36,-0.57,0.72,-0.3,3.23,8.72,72.44,-64.55,68.91,5.23
3158980,0.36,-0.37,0.84,1.4,10221.5,4.45,25854.52,85.53,0.37,-0.63,0.69,-15.37,10.98,-12.74,80.75,-33.47,76.95,5.23
3159981,0.34,-0.37,0.8,1.39,10225.67,4.44,25837.9,85.52,0.36,-0.64,0.66,-0.91,-12.74,10.98,91.44,-28.69,74.65,5.19
3160981,0.33,-0.32,0.84,1.39,10230.38,4.43,25819.16,85.49,0.34,-0.58,0.68,13.41,-26.46,32.44,89.06,-44.23,71.2,5.19
3161980,0.31,-0.32,0.82,1.39,10233.43,4.42,25807.94,85.53,0.33,-0.58,0.67,16.34,-41.46,42.56,97.37,-60.96,57.42,5.19
3162978,0.31,-0.35,0.8,1.39,10237.76,4.41,25789.81,85.5,0.33,-0.62,0.65,-1.65,-7.62,12.13,118.75,-62.16,39.05,5.19
3163977,0.34,-0.32,0.82,1.39,10242.17,4.4,25772.27,85.53,0.35,-0.59,0.67,-19.45,44.57,-51.34,103.31,-71.72,42.49,5.19
3164977,0.36,-0.28,0.87,1.39,10246.28,4.39,25755.96,85.52,0.36,-0.53,0.72,-36.71,62.93,-70.18,76,-32.27,78.09,5.19
3165978,0.34,-0.35,0.81,1.39,10250.16,4.38,25740.53,85.49,0.35,-0.61,0.66,-14.02,35.12,-48.35,112.81,-14.34,63.16,5.15
3166978,0.33,-0.35,0.81,1.39,10253.63,4.37,25726.78,85.49,0.34,-0.6,0.66,-6.59,10.85,-7.99,119.94,-23.91,58.57,5.15
3167976,0.34,-0.34,0.88,1.39,10257.97,4.36,25709.82,85.49,0.34,-0.59,0.72,7.44,-18.6,32.32,117.56,-11.95,59.72,5.15
3168975,0.33,-0.31,0.87,1.39,10261.34,4.34,25695.49,85.53,0.33,-0.56,0.73,13.66,-9.82,28.23,105.69,-2.39,68.91,5.15
3169975,0.31,-0.3,0.87,1.39,10265.92,4.34,25678.08,85.49,0.32,-0.55,0.71,-7.87,11.71,-8.84,92.62,-2.39,75.8,5.15
3170975,0.31,-0.35,0.81,1.39,10271.2,4.32,25657.15,85.53,0.32,-0.6,0.67,-11.4,26.4,-34.21,114,-2.39,60.87,5.15
3171977,0.31,-0.31,0.87,1.39,10274.14,4.31,25645.5,85.5,0.33,-0.58,0.7,-2.5,13.84,-18.35,121.12,-17.93,56.27,5.15
3172975,0.33,-0.31,0.85,1.39,10277.51,4.3,25632.17,85.5,0.33,-0.56,0.7,-0.79,3.17,-4.33,119.94,-34.66,52.83,5.11
3173975,0.33,-0.31,0.87,1.39,10281.36,4.28,25616.95,85.54,0.32,-0.55,0.73,-8.78,7.13,-6.16,117.56,-43.03,51.68,5.15
3174976,0.31,-0.31,0.87,1.39,10285.92,4.28,25598.94,85.5,0.32,-0.56,0.71,-14.88,15.24,-13.6,121.12,-50.2,47.09,5.11
3175976,0.31,-0.35,0.81,1.39,10289.09,4.26,25586.41,85.5,0.32,-0.61,0.67,-15,22.13,-29.94,110.44,-68.13,44.79,5.11
3176975,0.36,-0.34,0.82,1.39,10293.03,4.25,25570.86,85.49,0.36,-0.61,0.64,-19.94,50.67,-55.79,83.12,-69.33,57.42,5.11
3177968,0.36,-0.34,0.84,1.38,10296.59,4.24,25556.79,85.53,0.36,-0.6,0.69,-18.78,23.84,-24.82,79.56,-28.69,80.39,5.11
3178970,0.34,-0.35,0.8,1.38,10300.71,4.22,25540.53,85.54,0.34,-0.6,0.66,-20.49,39.39,-50.24,104.5,-11.95,68.91,5.11
3179969,0.34,-0.31,0.87,1.38,10304.82,4.22,25524.33,85.53,0.35,-0.58,0.71,-22.62,44.09,-55.73,125.87,-29.88,49.38,5.07
3180969,0.34,-0.35,0.84,1.38,10307.98,4.21,25511.9,85.52,0.34,-0.6,0.69,-25.49,41.71,-47.44,116.37,-56.18,45.94,5.07
3181968,0.33,-0.39,0.8,1.38,10312.65,4.2,25494.08,85.53,0.34,-0.65,0.65,-11.22,12.07,-23.9,103.31,-66.94,49.38,5.07
3182965,0.33,-0.35,0.82,1.38,10318.1,4.19,25472.51,85.53,0.33,-0.62,0.65,-8.66,17.07,-20.79,102.12,-69.33,44.79,5.07
3183964,0.34,-0.34,0.81,1.38,10322.35,4.17,25455.33,85.52,0.35,-0.6,0.65,-11.46,22.07,-26.52,90.25,-72.91,50.53,5.07
3184964,0.37,-0.35,0.81,1.38,10326.46,4.16,25439.16,85.61,0.37,-0.62,0.64,10.73,-18.48,32.68,84.31,-64.55,58.57,5.03
3185966,0.34,-0.28,0.88,1.38,10330.69,4.16,25422.52,85.54,0.35,-0.55,0.71,18.48,-33.96,49.33,103.31,-66.94,49.38,5.03
3186965,0.31,-0.32,0.82,1.38,10334.92,4.14,25405.91,85.5,0.32,-0.57,0.69,4.51,-18.6,26.77,119.94,-54.98,42.49,5.07
3187965,0.31,-0.32,0.84,1.38,10340.26,4.13,25388.1,85.53,0.33,-0.58,0.69,-12.07,16.77,-14.94,128.25,-40.64,42.49,5.07
3188965,0.33,-0.36,0.81,1.38,10344.42,4.12,25371.65,85.5,0.34,-0.62,0.65,1.34,-14.39,17.13,131.81,-29.88,40.2,5.03
3189964,0.33,-0.31,0.85,1.38,10347.88,4.11,25355.06,85.49,0.34,-0.57,0.71,12.32,-29.57,35.12,124.69,-10.76,49.38,5.03
3190965,0.33,-0.3,0.87,1.38,10352.62,4.1,25336.49,85.5,0.32,-0.55,0.73,18.11,-49.15,58.9,90.25,-8.37,76.95,5.03
3191964,0.33,-0.34,0.84,1.38,10356.94,4.09,25319.57,85.49,0.33,-0.59,0.68,3.29,-6.4,15.73,83.12,-51.4,71.2,5.03
3192966,0.33,-0.35,0.81,1.38,10360.88,4.08,25304.14,85.49,0.34,-0.61,0.67,-5.73,11.77,-9.63,85.5,-47.81,73.5,4.99
3193964,0.34,-0.32,0.84,1.38,10365.54,4.07,25286.04,85.52,0.34,-0.57,0.68,-15.37,36.71,-37.07,84.31,-31.08,76.95,4.99
3194964,0.33,-0.32,0.84,1.38,10369.13,4.06,25274.22,85.5,0.34,-0.58,0.68,2.93,-5.79,12.74,85.5,-21.52,76.95,4.99
3195965,0.34,-0.31,0.85,1.37,10372.62,4.05,25258.22,85.53,0.34,-0.57,0.69,20.55,-47.07,58.48,79.56,-41.84,75.8,4.99
3196965,0.33,-0.32,0.82,1.37,10376.47,4.04,25243.16,85.49,0.33,-0.58,0.67,2.13,-3.72,11.59,93.81,-64.55,58.57,4.99
3197966,0.33,-0.32,0.84,1.37,10380.65,4.03,25226.85,85.47,0.34,-0.58,0.68,-8.96,17.01,-14.27,97.37,-62.16,59.72,4.99
3198966,0.33,-0.35,0.82,1.37,10385.09,4.02,25209.51,85.5,0.34,-0.6,0.66,-8.35,13.54,-12.32,92.62,-57.38,63.16,4.96
3199966,0.33,-0.32,0.84,1.37,10388.42,4,25196.52,85.53,0.33,-0.58,0.68,-5,12.62,-9.94,89.06,-50.2,71.2,4.99
3200964,0.33,-0.34,0.8,1.37,10392.83,3.99,25179.32,85.49,0.34,-0.6,0.66,13.84,-28.05,35.06,86.69,-50.2,68.91,4.96
3201966,0.31,-0.34,0.82,1.37,10396.66,3.98,25167.67,85.49,0.33,-0.59,0.67,5.55,-13.29,17.8,99.75,-63.35,55.13,4.96
3202966,0.33,-0.34,0.82,1.37,10401.3,3.97,25144.51,85.5,0.33,-0.59,0.68,-0.37,0,1.59,105.69,-59.77,49.38,4.96
3203964,0.33,-0.35,0.81,1.37,10404.75,3.96,25132.86,85.49,0.34,-0.6,0.67,5.12,-17.68,21.46,111.62,-62.16,48.23,4.96
3204965,0.33,-0.36,0.82,1.37,10408.58,3.94,25117.95,85.47,0.34,-0.62,0.68,1.83,3.48,4.76,114,-59.77,45.94,4.96
3205965,0.34,-0.34,0.82,1.37,10412.47,3.93,25102.83,85.49,0.34,-0.6,0.67,-6.22,12.07,-8.05,115.19,-54.98,45.94,4.96
3206966,0.33,-0.34,0.84,1.37,10415.89,3.93,25089.55,85.49,0.34,-0.59,0.67,-0.12,0.18,4.88,121.12,-47.81,45.94,4.96
3207957,0.31,-0.31,0.85,1.37,10419.7,3.91,25074.6,85.5,0.33,-0.58,0.69,0.12,-4.02,6.16,122.31,-45.42,47.09,4.92
3208957,0.33,-0.35,0.81,1.37,10424.16,3.9,25056.21,85.47,0.34,-0.61,0.66,-10.06,16.65,-14.45,119.94,-50.2,43.64,4.92
3209958,0.33,-0.34,0.84,1.37,10429.44,3.89,25041.27,85.47,0.34,-0.6,0.68,3.84,-16.71,21.89,125.87,-46.62,42.49,4.92
3210957,0.33,-0.32,0.87,1.37,10433.45,3.88,25021.35,85.47,0.33,-0.59,0.71,13.11,-30.3,37.56,128.25,-27.49,42.49,4.92
3211958,0.33,-0.34,0.84,1.37,10437.07,3.87,25007.33,85.49,0.33,-0.59,0.68,-10.06,22.62,-25.67,129.44,-28.69,44.79,4.92
3212949,0.33,-0.32,0.84,1.37,10440.58,3.86,24993.71,85.5,0.34,-0.59,0.68,-11.65,25.73,-28.41,127.06,-41.84,42.49,4.92
3213949,0.33,-0.32,0.85,1.37,10445.33,3.85,24975.32,85.47,0.33,-0.58,0.7,4.27,-4.88,12.26,121.12,-49.01,43.64,4.92
3214950,0.33,-0.35,0.82,1.37,10449.34,3.84,24959.65,85.49,0.33,-0.6,0.67,2.2,-11.52,20.79,124.69,-46.62,43.64,4.92
3215950,0.31,-0.34,0.82,1.37,10453.45,3.83,24943.94,85.5,0.32,-0.59,0.66,1.28,-13.23,20.67,129.44,-31.08,42.49,4.88
3216951,0.33,-0.31,0.82,1.36,10456.94,3.82,24928.72,85.52,0.33,-0.56,0.67,12.32,-30.37,38.96,124.69,-8.37,51.68,4.88
3217939,0.33,-0.34,0.8,1.36,10461.19,3.8,24913.95,85.52,0.33,-0.59,0.64,11.71,-25.73,33.48,110.44,1.2,67.76,4.88
3218939,0.34,-0.32,0.82,1.36,10464.66,3.79,24900.5,85.52,0.34,-0.58,0.67,4.51,-17.07,21.95,89.06,-13.15,78.09,4.88
3219940,0.34,-0.34,0.82,1.36,10467.67,3.78,24888.91,85.49,0.35,-0.6,0.67,4.45,-17.8,27.62,85.5,-25.1,79.24,4.84
3220938,0.34,-0.32,0.85,1.36,10469.66,3.77,24881.19,85.52,0.34,-0.57,0.7,20.67,-46.83,60.3,87.87,-53.79,68.91,4.84
3221939,0.33,-0.34,0.85,1.36,10473.27,3.76,24867.29,85.47,0.32,-0.58,0.71,15.06,-40.49,52.13,115.19,-60.96,47.09,4.84
3222938,0.33,-0.34,0.84,1.36,10478.46,3.75,24846.17,85.49,0.33,-0.6,0.68,16.04,-36.59,51.59,130.63,-26.3,42.49,4.84
3223939,0.31,-0.34,0.82,1.36,10482.81,3.74,24830.49,85.52,0.32,-0.59,0.68,1.59,-1.04,6.65,122.31,-5.98,52.83,4.84
3224937,0.33,-0.31,0.87,1.36,10486.28,3.73,24817.1,85.49,0.34,-0.57,0.7,0.98,-9.02,12.56,106.87,-2.39,70.05,4.84
3225939,0.34,-0.34,0.82,1.36,10489.77,3.72,24803.66,85.47,0.34,-0.6,0.66,4.02,-15.49,27.13,91.44,-16.73,76.95,4.84
3226939,0.33,-0.32,0.84,1.36,10493.49,3.71,24789.32,85.52,0.32,-0.57,0.68,-1.89,0.85,-1.65,87.87,-27.49,78.09,4.84
3227938,0.33,-0.32,0.81,1.36,10496.4,3.7,24778.13,85.52,0.33,-0.58,0.65,-11.83,33.84,-35.79,91.44,-17.93,75.8,4.84
3228939,0.33,-0.3,0.87,1.36,10499.34,3.69,24767.08,85.47,0.33,-0.56,0.7,-10.37,30.06,-30.73,109.25,-9.56,67.76,4.84
3229938,0.34,-0.34,0.85,1.36,10502.11,3.67,24753.88,85.52,0.35,-0.59,0.7,-20.91,45.98,-48.96,128.25,-28.69,45.94,4.8
3230939,0.33,-0.35,0.85,1.36,10505.29,3.66,24741.96,85.52,0.33,-0.6,0.7,-16.65,29.57,-35.91,122.31,-51.4,42.49,4.8
3231939,0.33,-0.35,0.84,1.36,10508.66,3.65,24730.97,85.5,0.34,-0.61,0.69,-12.2,32.62,-29.76,109.25,-64.55,47.09,4.8
3232935,0.34,-0.34,0.84,1.35,10512.07,3.63,24717.88,85.49,0.35,-0.6,0.68,-9.09,23.11,-19.45,92.62,-64.55,57.42,4.8
3233934,0.34,-0.36,0.8,1.35,10516,3.62,24702.8,85.5,0.35,-0.62,0.64,4.51,-14.39,18.54,90.25,-59.77,63.16,4.8
3234934,0.33,-0.35,0.81,1.35,10519.3,3.61,24690.11,85.47,0.33,-0.61,0.66,7.44,-19.51,23.78,102.12,-65.74,50.53,4.8
3235935,0.33,-0.31,0.82,1.35,10523.4,3.6,24674.4,85.49,0.33,-0.57,0.67,4.02,-11.59,13.78,112.81,-62.16,41.34,4.8
3236934,0.33,-0.31,0.81,1.35,10525.78,3.59,24665.8,85.49,0.33,-0.57,0.65,11.65,-28.11,37.38,122.31,-53.79,37.9,4.76
3237935,0.33,-0.32,0.82,1.35,10529.33,3.58,24649.86,85.47,0.33,-0.58,0.68,13.54,-28.11,34.76,131.81,-25.1,40.2,4.76
3238934,0.36,-0.32,0.87,1.35,10532.91,3.57,24637.93,85.47,0.35,-0.57,0.72,22.38,-53.96,64.02,111.62,-4.78,64.31,4.76
3239934,0.36,-0.34,0.85,1.35,10535.62,3.55,24627.55,85.52,0.35,-0.59,0.69,22.62,-51.46,66.83,84.31,-34.66,78.09,4.76
3240935,0.36,-0.32,0.87,1.35,10538.13,3.55,24617.98,85.49,0.35,-0.58,0.71,23.78,-56.83,75.06,103.31,-62.16,58.57,4.76
3241934,0.34,-0.31,0.88,1.35,10542.22,3.54,24602.32,85.47,0.33,-0.56,0.73,27.68,-68.35,90.12,122.31,-21.52,49.38,4.76
3242923,0.33,-0.32,0.81,1.35,10545.45,3.52,24589.94,85.5,0.33,-0.59,0.65,13.6,-23.35,44.82,97.37,-5.98,73.5,4.76
3243922,0.33,-0.31,0.81,1.35,10547.51,3.52,24582.06,85.52,0.33,-0.57,0.65,6.95,-4.88,23.6,84.31,-5.98,79.24,4.76
3244922,0.33,-0.28,0.87,1.35,10551.13,3.5,24566.86,85.49,0.33,-0.54,0.7,9.88,-32.01,43.41,71.25,-28.69,82.69,4.76
3245922,0.34,-0.3,0.88,1.35,10553.74,3.49,24558.24,85.49,0.35,-0.55,0.74,7.93,-31.65,54.39,95,-64.55,56.27,4.72
3246922,0.4,-0.28,0.89,1.35,10555.76,3.48,24550.54,85.47,0.37,-0.54,0.74,53.48,-102.62,137.07,122.31,-17.93,52.83,4.72
3247923,0.33,-0.34,0.88,1.35,10559.53,3.47,24536.13,85.49,0.33,-0.59,0.73,16.1,-33.84,47.01,81.94,-29.88,78.09,4.72
3248923,0.33,-0.36,0.84,1.35,10561.88,3.46,24527.16,85.49,0.33,-0.63,0.69,14.51,-14.94,22.38,81.94,-57.38,68.91,4.72
3249923,0.31,-0.31,0.82,1.35,10567.29,3.45,24506.52,85.5,0.32,-0.56,0.67,-9.45,15,-19.27,76,-46.62,75.8,4.72
3250923,0.33,-0.27,0.84,1.34,10570.09,3.44,24495.83,85.49,0.33,-0.53,0.69,-19.63,38.05,-40.91,74.81,-43.03,78.09,4.72
3251923,0.34,-0.32,0.84,1.34,10572.4,3.43,24486.14,85.5,0.35,-0.58,0.67,-1.16,-3.96,8.78,79.56,-41.84,79.24,4.72
3252902,0.33,-0.32,0.82,1.34,10575.94,3.41,24473.69,85.5,0.34,-0.59,0.67,0.49,0.18,9.02,81.94,-35.86,78.09,4.72
3253904,0.31,-0.34,0.84,1.34,10577.77,3.41,24466.57,85.49,0.32,-0.6,0.68,-3.48,7.93,-8.17,84.31,-41.84,75.8,4.72
3254904,0.33,-0.34,0.85,1.34,10581.17,3.39,24453.64,85.47,0.33,-0.6,0.71,-12.87,38.23,-42.07,86.69,-23.91,79.24,4.68
3255903,0.33,-0.34,0.87,1.34,10583.7,3.38,24443.99,85.49,0.33,-0.59,0.7,-17.38,42.74,-49.21,115.19,-3.59,64.31,4.68
3256904,0.34,-0.34,0.84,1.34,10587.3,3.37,24430.3,85.5,0.34,-0.59,0.69,-19.02,41.34,-48.84,129.44,-38.25,37.9,4.68
3257903,0.34,-0.32,0.84,1.34,10590.83,3.35,24416.87,85.47,0.34,-0.59,0.68,-29.7,66.83,-78.66,112.81,-62.16,43.64,4.68
3258903,0.36,-0.27,0.85,1.34,10594.27,3.35,24403.9,85.47,0.34,-0.52,0.71,-42.8,85.98,-98.72,78.37,-34.66,76.95,4.68
3259904,0.34,-0.23,0.82,1.34,10597.53,3.33,24392.75,85.47,0.33,-0.47,0.67,-46.83,87.07,-107.01,122.31,-16.73,53.98,4.68
3260904,0.37,-0.27,0.89,1.34,10600.42,3.32,24379.53,85.49,0.36,-0.5,0.75,-43.11,88.72,-104.82,93.81,-60.96,60.87,4.68
3261903,0.33,-0.35,0.85,1.34,10603.45,3.31,24368.94,85.47,0.34,-0.62,0.68,-1.52,13.41,-28.96,86.69,-26.3,76.95,4.68
3262894,0.36,-0.36,0.84,1.34,10605.47,3.3,24361.25,85.49,0.35,-0.62,0.69,-17.68,61.04,-58.9,90.25,-4.78,78.09,4.65
3263894,0.36,-0.39,0.81,1.34,10608.52,3.29,24349.66,85.49,0.36,-0.66,0.65,-21.83,22.2,-27.01,109.25,-2.39,68.91,4.68
3264893,0.4,-0.32,0.84,1.34,10611.87,3.28,24336.95,85.47,0.38,-0.57,0.7,-45.18,109.21,-124.94,124.69,-51.4,40.2,4.68
3265894,0.36,-0.27,0.87,1.33,10615.16,3.27,24324.5,85.5,0.35,-0.52,0.71,-30.37,53.11,-68.6,79.56,-51.4,71.2,4.65
3266894,0.34,-0.32,0.8,1.33,10618.41,3.25,24310.35,85.49,0.34,-0.59,0.63,-14.51,33.11,-37.07,89.06,-29.88,76.95,4.65
3267889,0.34,-0.34,0.78,1.33,10621.23,3.24,24299.81,85.52,0.34,-0.6,0.62,-9.33,37.56,-25.79,93.81,-21.52,78.09,4.65
3268888,0.33,-0.32,0.87,1.33,10624.29,3.23,24289.9,85.47,0.33,-0.58,0.69,-6.28,14.27,-5,96.19,-11.95,75.8,4.65
3269888,0.36,-0.36,0.87,1.33,10627.34,3.21,24278.33,85.47,0.36,-0.61,0.72,-2.68,12.62,-7.93,110.44,-3.59,65.46,4.65
3270887,0.36,-0.35,0.84,1.33,10629.62,3.2,24269.72,85.52,0.36,-0.62,0.69,-21.1,29.88,-38.84,124.69,-8.37,50.53,4.65
3271888,0.33,-0.32,0.82,1.33,10632.76,3.19,24257.83,85.49,0.34,-0.58,0.67,-1.16,-3.84,1.95,131.81,-22.71,43.64,4.65
3272887,0.31,-0.36,0.77,1.33,10636.51,3.18,24243.64,85.5,0.33,-0.62,0.61,3.48,-1.59,1.95,128.25,-35.86,40.2,4.65
3273887,0.34,-0.31,0.84,1.33,10638.5,3.17,24236.25,85.47,0.35,-0.58,0.67,-18.6,40.06,-43.35,124.69,-40.64,45.94,4.61
3274887,0.31,-0.34,0.84,1.33,10642.76,3.16,24220.64,85.52,0.32,-0.59,0.69,-15.12,24.51,-25.49,114,-59.77,51.68,4.61
3275888,0.36,-0.31,0.87,1.33,10644.92,3.15,24210.67,85.5,0.36,-0.59,0.71,-25.98,34.76,-52.26,98.56,-65.74,56.27,4.61
3276889,0.34,-0.35,0.81,1.33,10647.8,3.14,24201.01,85.52,0.34,-0.62,0.65,4.15,-6.22,8.29,84.31,-57.38,67.76,4.61
3277889,0.33,-0.34,0.81,1.33,10651.81,3.12,24185.84,85.52,0.34,-0.61,0.64,0.79,0.73,5.12,77.19,-58.57,67.76,4.61
3278887,0.33,-0.32,0.84,1.33,10655.66,3.12,24171.34,85.5,0.32,-0.58,0.68,9.45,-11.77,23.54,90.25,-65.74,59.72,4.57
3279887,0.33,-0.34,0.8,1.33,10658.51,3.11,24160.6,85.53,0.33,-0.6,0.63,5.49,-9.76,18.66,96.19,-64.55,56.27,4.61
3280887,0.31,-0.3,0.81,1.33,10660.5,3.1,24153.1,85.47,0.32,-0.56,0.65,4.27,-12.56,23.05,109.25,-59.77,51.68,4.61
3281887,0.34,-0.31,0.85,1.33,10662.54,3.09,24145.39,85.5,0.33,-0.57,0.69,23.41,-53.54,72.62,123.5,-43.03,48.23,4.57
3282874,0.34,-0.36,0.85,1.33,10664.58,3.07,24135.16,85.5,0.34,-0.61,0.7,17.62,-45.73,68.9,108.06,-7.17,67.76,4.57
3283874,0.36,-0.37,0.84,1.33,10667.17,3.06,24129.6,85.5,0.36,-0.64,0.69,21.89,-43.29,68.72,80.75,-19.12,79.24,4.57
3284873,0.34,-0.32,0.89,1.33,10668.85,3.05,24121.64,85.49,0.34,-0.59,0.73,16.46,-38.48,53.29,96.19,-68.13,53.98,4.57
3285873,0.34,-0.35,0.84,1.33,10672.52,3.03,24107.81,85.52,0.34,-0.62,0.68,9.63,-20.37,37.99,121.12,-53.79,40.2,4.57
3286875,0.34,-0.28,0.85,1.33,10677.31,3.02,24089.79,85.5,0.34,-0.55,0.68,24.33,-53.6,62.68,124.69,-20.32,51.68,4.57
3287873,0.31,-0.3,0.82,1.32,10678.96,3.01,24083.56,85.5,0.31,-0.54,0.67,13.05,-34.63,42.56,105.69,-11.95,70.05,4.57
3288875,0.33,-0.31,0.82,1.32,10682.05,3,24071.95,85.49,0.32,-0.57,0.66,19.21,-36.71,47.07,89.06,-29.88,76.95,4.57
3289874,0.3,-0.32,0.87,1.32,10684.14,2.99,24063.98,85.52,0.31,-0.58,0.71,7.93,-14.51,14.33,83.12,-50.2,72.35,4.57
3290874,0.33,-0.35,0.85,1.32,10687.14,2.98,24054.6,85.5,0.33,-0.61,0.69,-15.12,28.96,-39.15,84.31,-62.16,62.02,4.57
3291874,0.34,-0.31,0.91,1.32,10689.63,2.97,24043.49,85.5,0.34,-0.56,0.73,-27.5,58.78,-71.4,78.37,-22.71,81.54,4.57
3293366,0.37,-0.3,0.87,1.32,10693.66,2.95,24028.36,85.49,0.36,-0.55,0.7,-39.33,83.9,-99.15,130.63,-31.08,44.79,4.53
3294353,0.36,-0.3,0.84,1.32,10697.27,2.94,24014.8,85.5,0.35,-0.54,0.67,-36.59,68.84,-80.98,99.75,-64.55,51.68,4.57
3295342,0.34,-0.31,0.82,1.32,10699.72,2.93,24005.63,85.52,0.34,-0.58,0.66,-10.91,29.82,-34.88,84.31,-46.62,73.5,4.53
3296343,0.34,-0.31,0.87,1.32,10702.52,2.91,23993.02,85.52,0.35,-0.57,0.69,-25.18,52.56,-55.06,91.44,-10.76,78.09,4.53
3297340,0.34,-0.36,0.85,1.32,10705.46,2.91,23984.09,85.52,0.33,-0.62,0.69,-23.6,39.88,-55.43,129.44,-16.73,47.09,4.53
3298332,0.34,-0.32,0.88,1.32,10707.58,2.89,23976.12,85.5,0.35,-0.6,0.7,-17.07,47.68,-54.09,116.37,-60.96,44.79,4.53
3299296,0.36,-0.32,0.82,1.32,10710.68,2.88,23964.54,85.49,0.36,-0.6,0.67,-21.04,51.46,-53.78,81.94,-53.79,68.91,4.49
3300279,0.33,-0.32,0.8,1.32,10713.78,2.88,23952.91,85.53,0.33,-0.58,0.64,-8.23,7.8,-3.17,83.12,-33.47,78.09,4.53
